Date,Month,Year,Medicine_Name,ATC_Code,Stock_Available,Stock_Sold,Stockout_Flag,External_Factor,Price_per_Unit,Supplier_ID,Reorder_Level,Days_to_Stockout
2022-Jan-02,January,2022,Ketoprofen,M01AB,154,24,0,Medium,1.24,SUP004,81,5
2022-Jan-02,January,2022,Naproxen,M01AB,272,48,0,Low,10.49,SUP010,66,4
2022-Jan-02,January,2022,Ibuprofen,M01AE,363,12,0,Medium,9.74,SUP010,97,29
2022-Jan-02,January,2022,Dexibuprofen,M01AE,477,24,0,Low,14.92,SUP010,91,18
2022-Jan-02,January,2022,Aspirin,N02BA,273,12,0,High,5.75,SUP008,62,21
2022-Jan-02,January,2022,Diflunisal,N02BA,436,14,0,Low,3.63,SUP002,77,30
2022-Jan-02,January,2022,Paracetamol,N02BE,273,43,0,Medium,6.9,SUP003,69,5
2022-Jan-02,January,2022,Phenacetin,N02BE,391,17,0,High,15.96,SUP002,46,22
2022-Jan-02,January,2022,Diazepam,N05B,109,30,0,Low,14.67,SUP009,35,2
2022-Jan-02,January,2022,Alprazolam,N05B,226,10,0,Low,3.98,SUP003,80,21
2022-Jan-02,January,2022,Zolpidem,N05C,475,32,0,Low,13.16,SUP010,50,13
2022-Jan-02,January,2022,Eszopiclone,N05C,480,26,0,High,4.4,SUP010,46,17
2022-Jan-02,January,2022,Salbutamol,R03,289,44,0,Low,18.65,SUP006,69,5
2022-Jan-02,January,2022,Formoterol,R03,407,49,0,High,8.19,SUP005,20,7
2022-Jan-02,January,2022,Budesonide,R03,297,19,0,High,14.53,SUP009,77,14
2022-Jan-02,January,2022,Loratadine,R06,169,32,0,Medium,15.95,SUP009,45,4
2022-Jan-02,January,2022,Cetirizine,R06,150,9,0,Low,10.62,SUP008,60,15
2022-Jan-02,January,2022,Diphenhydramine,R06,236,13,0,Medium,4.52,SUP009,52,17
2022-Jan-02,January,2022,Amoxicillin,J01C,267,31,0,High,15.89,SUP006,41,7
2022-Jan-02,January,2022,Penicillin,J01C,183,15,0,Medium,19.56,SUP010,93,11
2022-Jan-02,January,2022,Cefalexin,J01C,141,37,0,High,4.14,SUP010,97,2
2022-Jan-02,January,2022,Ceftriaxone,J01D,356,37,0,Medium,4.36,SUP003,29,8
2022-Jan-02,January,2022,Cefixime,J01D,350,7,0,Low,17.61,SUP005,59,49
2022-Jan-02,January,2022,Atorvastatin,C10A,176,50,0,Low,4.53,SUP003,65,2
2022-Jan-02,January,2022,Rosuvastatin,C10A,106,44,0,Low,9.39,SUP004,59,1
2022-Jan-02,January,2022,Metformin,A10B,415,38,0,Low,13.15,SUP004,33,9
2022-Jan-02,January,2022,Gliclazide,A10B,478,32,0,Medium,12.92,SUP005,47,13
2022-Jan-02,January,2022,Sitagliptin,A10B,397,48,0,Medium,17.27,SUP006,89,7
2022-Jan-02,January,2022,Ethinylestradiol,G03A,240,47,0,Low,7.92,SUP010,43,4
2022-Jan-02,January,2022,Levonorgestrel,G03A,431,37,0,Low,18.96,SUP005,21,10
2022-Jan-02,January,2022,Methotrexate,L04A,438,48,0,Low,17.65,SUP002,53,8
2022-Jan-02,January,2022,Cyclosporine,L04A,235,10,0,High,5.23,SUP010,53,22
2022-Jan-03,January,2022,Diclofenac,M01AB,225,11,0,Medium,8.57,SUP005,99,19
2022-Jan-03,January,2022,Ketoprofen,M01AB,397,15,0,Low,15.27,SUP010,59,25
2022-Jan-03,January,2022,Naproxen,M01AB,283,18,0,High,12.07,SUP010,32,14
2022-Jan-03,January,2022,Ibuprofen,M01AE,341,37,0,High,2.04,SUP002,75,8
2022-Jan-03,January,2022,Dexibuprofen,M01AE,140,36,0,Low,5.29,SUP002,22,2
2022-Jan-03,January,2022,Aspirin,N02BA,97,14,0,High,4.55,SUP009,28,5
2022-Jan-03,January,2022,Diflunisal,N02BA,150,39,0,Low,3.82,SUP003,93,2
2022-Jan-03,January,2022,Paracetamol,N02BE,178,35,0,Low,14.78,SUP009,20,4
2022-Jan-03,January,2022,Phenacetin,N02BE,176,20,0,Low,2.07,SUP007,95,7
2022-Jan-03,January,2022,Diazepam,N05B,446,33,0,Low,15.17,SUP005,59,12
2022-Jan-03,January,2022,Alprazolam,N05B,235,21,0,Low,15.64,SUP009,87,10
2022-Jan-03,January,2022,Zolpidem,N05C,205,47,0,High,1.06,SUP002,99,3
2022-Jan-03,January,2022,Eszopiclone,N05C,420,9,0,Low,17.38,SUP010,29,45
2022-Jan-03,January,2022,Salbutamol,R03,315,34,0,High,0.99,SUP005,54,8
2022-Jan-03,January,2022,Formoterol,R03,254,47,0,Low,11.4,SUP006,36,4
2022-Jan-03,January,2022,Budesonide,R03,379,32,0,High,7.62,SUP004,30,10
2022-Jan-03,January,2022,Loratadine,R06,214,28,0,Low,4.44,SUP010,45,6
2022-Jan-03,January,2022,Cetirizine,R06,420,24,0,Low,18.71,SUP008,47,16
2022-Jan-03,January,2022,Diphenhydramine,R06,108,21,0,High,13.08,SUP008,20,4
2022-Jan-03,January,2022,Amoxicillin,J01C,68,9,0,Medium,15.01,SUP003,23,6
2022-Jan-03,January,2022,Penicillin,J01C,162,39,0,Medium,19.64,SUP007,49,3
2022-Jan-03,January,2022,Cefalexin,J01C,119,41,0,Low,19.63,SUP007,81,1
2022-Jan-03,January,2022,Ceftriaxone,J01D,50,49,0,Medium,1.68,SUP008,65,0
2022-Jan-03,January,2022,Cefixime,J01D,349,42,0,High,12.31,SUP004,79,7
2022-Jan-03,January,2022,Atorvastatin,C10A,372,17,0,Medium,7.21,SUP008,34,20
2022-Jan-03,January,2022,Rosuvastatin,C10A,323,27,0,Medium,2.55,SUP003,43,10
2022-Jan-03,January,2022,Metformin,A10B,104,6,0,Low,12.09,SUP005,52,16
2022-Jan-03,January,2022,Gliclazide,A10B,284,42,0,High,13.05,SUP010,73,5
2022-Jan-03,January,2022,Sitagliptin,A10B,453,41,0,Low,8.5,SUP004,57,10
2022-Jan-03,January,2022,Ethinylestradiol,G03A,163,36,0,Medium,7.75,SUP006,80,3
2022-Jan-03,January,2022,Levonorgestrel,G03A,410,19,0,Medium,15.92,SUP001,40,20
2022-Jan-03,January,2022,Methotrexate,L04A,172,6,0,High,4.25,SUP005,100,27
2022-Jan-03,January,2022,Cyclosporine,L04A,403,19,0,High,10.01,SUP007,66,20
2022-Jan-04,January,2022,Diclofenac,M01AB,221,45,0,Low,17.27,SUP006,67,3
2022-Jan-04,January,2022,Ketoprofen,M01AB,310,12,0,Medium,15.26,SUP010,85,24
2022-Jan-04,January,2022,Naproxen,M01AB,383,9,0,High,6.71,SUP003,84,41
2022-Jan-04,January,2022,Ibuprofen,M01AE,467,7,0,Low,10.72,SUP007,42,65
2022-Jan-04,January,2022,Dexibuprofen,M01AE,481,11,0,Medium,11.23,SUP010,41,42
2022-Jan-04,January,2022,Aspirin,N02BA,493,39,0,Medium,18.92,SUP002,51,11
2022-Jan-04,January,2022,Diflunisal,N02BA,300,19,0,Low,6.04,SUP005,64,14
2022-Jan-04,January,2022,Paracetamol,N02BE,261,15,0,Medium,6.3,SUP003,61,16
2022-Jan-04,January,2022,Phenacetin,N02BE,438,39,0,High,4.5,SUP006,35,10
2022-Jan-04,January,2022,Diazepam,N05B,98,11,0,High,7.21,SUP005,27,7
2022-Jan-04,January,2022,Alprazolam,N05B,123,12,0,High,14.47,SUP006,24,9
2022-Jan-04,January,2022,Zolpidem,N05C,425,16,0,Medium,0.63,SUP007,22,25
2022-Jan-04,January,2022,Eszopiclone,N05C,91,18,0,Low,7.82,SUP010,98,4
2022-Jan-04,January,2022,Salbutamol,R03,167,40,0,Low,6.12,SUP007,70,3
2022-Jan-04,January,2022,Formoterol,R03,124,23,0,High,16.52,SUP007,79,4
2022-Jan-04,January,2022,Budesonide,R03,80,9,0,Medium,5.64,SUP008,28,7
2022-Jan-04,January,2022,Loratadine,R06,406,35,0,Medium,9.56,SUP008,95,10
2022-Jan-04,January,2022,Cetirizine,R06,324,25,0,Medium,18.6,SUP009,77,11
2022-Jan-04,January,2022,Diphenhydramine,R06,482,39,0,Low,7.33,SUP007,77,11
2022-Jan-04,January,2022,Amoxicillin,J01C,480,43,0,Medium,9.07,SUP001,72,10
2022-Jan-04,January,2022,Penicillin,J01C,139,48,0,High,12.37,SUP004,68,1
2022-Jan-04,January,2022,Cefalexin,J01C,115,42,0,Low,18.78,SUP002,93,1
2022-Jan-04,January,2022,Ceftriaxone,J01D,159,18,0,High,18.46,SUP001,86,7
2022-Jan-04,January,2022,Cefixime,J01D,146,26,0,High,11.87,SUP002,68,4
2022-Jan-04,January,2022,Atorvastatin,C10A,149,25,0,High,11.01,SUP009,43,4
2022-Jan-04,January,2022,Rosuvastatin,C10A,465,21,0,Low,2.89,SUP006,91,21
2022-Jan-04,January,2022,Metformin,A10B,172,49,0,Medium,4.13,SUP002,37,2
2022-Jan-04,January,2022,Gliclazide,A10B,499,29,0,Low,1.95,SUP003,39,16
2022-Jan-04,January,2022,Sitagliptin,A10B,463,45,0,Medium,0.92,SUP004,41,9
2022-Jan-04,January,2022,Ethinylestradiol,G03A,227,6,0,High,6,SUP007,82,36
2022-Jan-04,January,2022,Levonorgestrel,G03A,340,9,0,Low,9.46,SUP009,43,36
2022-Jan-04,January,2022,Methotrexate,L04A,61,22,0,Medium,9.74,SUP003,49,1
2022-Jan-04,January,2022,Cyclosporine,L04A,141,12,0,Medium,1.15,SUP001,83,10
2022-Jan-05,January,2022,Diclofenac,M01AB,164,29,0,High,19.86,SUP004,79,4
2022-Jan-05,January,2022,Ketoprofen,M01AB,58,34,0,Medium,3.85,SUP010,28,0
2022-Jan-05,January,2022,Naproxen,M01AB,238,20,0,High,3.44,SUP004,87,10
2022-Jan-05,January,2022,Ibuprofen,M01AE,95,36,0,High,17.7,SUP001,94,1
2022-Jan-05,January,2022,Dexibuprofen,M01AE,75,6,0,High,4.45,SUP001,79,11
2022-Jan-05,January,2022,Aspirin,N02BA,190,42,0,Low,8.82,SUP004,67,3
2022-Jan-05,January,2022,Diflunisal,N02BA,422,38,0,Low,19.14,SUP002,95,10
2022-Jan-05,January,2022,Paracetamol,N02BE,296,38,0,Low,14.48,SUP005,53,6
2022-Jan-05,January,2022,Phenacetin,N02BE,157,17,0,Medium,12.78,SUP001,56,8
2022-Jan-05,January,2022,Diazepam,N05B,417,9,0,Low,17.76,SUP006,39,45
2022-Jan-05,January,2022,Alprazolam,N05B,328,39,0,Low,9.04,SUP009,94,7
2022-Jan-05,January,2022,Zolpidem,N05C,247,11,0,Low,3.15,SUP006,94,21
2022-Jan-05,January,2022,Eszopiclone,N05C,393,49,0,Medium,7.54,SUP009,72,7
2022-Jan-05,January,2022,Salbutamol,R03,124,31,0,Medium,13.42,SUP007,54,3
2022-Jan-05,January,2022,Formoterol,R03,95,45,0,High,19.5,SUP007,99,1
2022-Jan-05,January,2022,Budesonide,R03,156,49,0,Low,3.52,SUP001,28,2
2022-Jan-05,January,2022,Loratadine,R06,485,27,0,Low,13.09,SUP009,55,16
2022-Jan-05,January,2022,Cetirizine,R06,276,45,0,Low,10.26,SUP010,68,5
2022-Jan-05,January,2022,Diphenhydramine,R06,463,15,0,Medium,0.75,SUP009,81,29
2022-Jan-05,January,2022,Amoxicillin,J01C,112,31,0,Low,17.1,SUP001,54,2
2022-Jan-05,January,2022,Penicillin,J01C,373,43,0,High,16.4,SUP003,66,7
2022-Jan-05,January,2022,Cefalexin,J01C,390,40,0,Low,17.8,SUP007,58,8
2022-Jan-05,January,2022,Ceftriaxone,J01D,480,47,0,High,16.88,SUP009,25,9
2022-Jan-05,January,2022,Cefixime,J01D,103,26,0,High,7.5,SUP004,65,2
2022-Jan-05,January,2022,Atorvastatin,C10A,438,38,0,Low,2.19,SUP008,77,10
2022-Jan-05,January,2022,Rosuvastatin,C10A,209,10,0,Low,16.41,SUP009,74,19
2022-Jan-05,January,2022,Metformin,A10B,147,19,0,High,3.13,SUP005,87,6
2022-Jan-05,January,2022,Gliclazide,A10B,187,37,0,High,16.88,SUP009,80,4
2022-Jan-05,January,2022,Sitagliptin,A10B,79,40,0,High,13.53,SUP010,95,0
2022-Jan-05,January,2022,Ethinylestradiol,G03A,474,40,0,Low,11.52,SUP001,72,10
2022-Jan-05,January,2022,Levonorgestrel,G03A,361,39,0,Low,15.2,SUP006,50,8
2022-Jan-05,January,2022,Methotrexate,L04A,141,25,0,High,10.43,SUP006,92,4
2022-Jan-05,January,2022,Cyclosporine,L04A,482,27,0,Low,17.58,SUP002,58,16
2022-Jan-06,January,2022,Diclofenac,M01AB,319,48,0,Medium,4.3,SUP001,73,5
2022-Jan-06,January,2022,Ketoprofen,M01AB,434,11,0,High,15.81,SUP008,71,38
2022-Jan-06,January,2022,Naproxen,M01AB,248,12,0,High,2.39,SUP001,84,19
2022-Jan-06,January,2022,Ibuprofen,M01AE,439,23,0,Medium,1.46,SUP001,52,18
2022-Jan-06,January,2022,Dexibuprofen,M01AE,79,44,0,Medium,18.29,SUP003,76,0
2022-Jan-06,January,2022,Aspirin,N02BA,58,28,0,Medium,19.85,SUP001,79,1
2022-Jan-06,January,2022,Diflunisal,N02BA,161,42,0,Low,3.24,SUP001,31,2
2022-Jan-06,January,2022,Paracetamol,N02BE,445,39,0,Low,17.65,SUP006,63,10
2022-Jan-06,January,2022,Phenacetin,N02BE,372,45,0,High,4.7,SUP005,22,7
2022-Jan-06,January,2022,Diazepam,N05B,220,26,0,Medium,5.81,SUP006,24,7
2022-Jan-06,January,2022,Alprazolam,N05B,62,45,0,Medium,18.03,SUP005,24,0
2022-Jan-06,January,2022,Zolpidem,N05C,59,32,0,Medium,13.53,SUP002,95,0
2022-Jan-06,January,2022,Eszopiclone,N05C,383,42,0,High,14.04,SUP008,71,8
2022-Jan-06,January,2022,Salbutamol,R03,429,8,0,Medium,6.83,SUP002,75,52
2022-Jan-06,January,2022,Formoterol,R03,76,50,0,Medium,10.88,SUP002,64,0
2022-Jan-06,January,2022,Budesonide,R03,295,43,0,Low,12.71,SUP007,70,5
2022-Jan-06,January,2022,Loratadine,R06,479,17,0,Low,3.56,SUP001,44,27
2022-Jan-06,January,2022,Cetirizine,R06,314,13,0,Medium,15.29,SUP010,65,23
2022-Jan-06,January,2022,Diphenhydramine,R06,250,47,0,High,16.99,SUP003,95,4
2022-Jan-06,January,2022,Amoxicillin,J01C,357,12,0,High,2.46,SUP005,66,28
2022-Jan-06,January,2022,Penicillin,J01C,487,37,0,High,1.43,SUP001,84,12
2022-Jan-06,January,2022,Cefalexin,J01C,469,8,0,Medium,12.55,SUP004,76,57
2022-Jan-06,January,2022,Ceftriaxone,J01D,334,16,0,High,2.37,SUP010,43,19
2022-Jan-06,January,2022,Cefixime,J01D,392,39,0,Low,10.5,SUP006,42,9
2022-Jan-06,January,2022,Atorvastatin,C10A,316,10,0,Low,6.97,SUP002,72,30
2022-Jan-06,January,2022,Rosuvastatin,C10A,273,18,0,Low,0.68,SUP005,52,14
2022-Jan-06,January,2022,Metformin,A10B,461,7,0,Medium,13.52,SUP008,33,64
2022-Jan-06,January,2022,Gliclazide,A10B,353,34,0,Low,4.51,SUP006,51,9
2022-Jan-06,January,2022,Sitagliptin,A10B,352,28,0,Low,13.29,SUP001,41,11
2022-Jan-06,January,2022,Ethinylestradiol,G03A,83,21,0,Low,1.13,SUP006,72,2
2022-Jan-06,January,2022,Levonorgestrel,G03A,244,8,0,Medium,0.96,SUP003,81,29
2022-Jan-06,January,2022,Methotrexate,L04A,255,37,0,High,5.6,SUP004,30,5
2022-Jan-06,January,2022,Cyclosporine,L04A,284,22,0,Medium,2.46,SUP006,67,11
2022-Jan-07,January,2022,Diclofenac,M01AB,318,13,0,High,11.36,SUP002,61,23
2022-Jan-07,January,2022,Ketoprofen,M01AB,476,32,0,Medium,17.43,SUP007,40,13
2022-Jan-07,January,2022,Naproxen,M01AB,405,5,0,Low,5.09,SUP001,52,80
2022-Jan-07,January,2022,Ibuprofen,M01AE,497,22,0,Medium,17.27,SUP001,72,21
2022-Jan-07,January,2022,Dexibuprofen,M01AE,333,10,0,Medium,16.21,SUP009,90,32
2022-Jan-07,January,2022,Aspirin,N02BA,172,19,0,Low,5.9,SUP007,84,8
2022-Jan-07,January,2022,Diflunisal,N02BA,416,14,0,Low,16.4,SUP002,46,28
2022-Jan-07,January,2022,Paracetamol,N02BE,270,37,0,Medium,19.46,SUP001,82,6
2022-Jan-07,January,2022,Phenacetin,N02BE,80,42,0,Low,7.79,SUP001,61,0
2022-Jan-07,January,2022,Diazepam,N05B,88,11,0,Low,1.54,SUP007,48,7
2022-Jan-07,January,2022,Alprazolam,N05B,398,45,0,Medium,11.82,SUP003,20,7
2022-Jan-07,January,2022,Zolpidem,N05C,447,18,0,Medium,15.91,SUP005,67,23
2022-Jan-07,January,2022,Eszopiclone,N05C,437,42,0,Low,15.21,SUP003,53,9
2022-Jan-07,January,2022,Salbutamol,R03,66,23,0,High,10.03,SUP002,58,1
2022-Jan-07,January,2022,Formoterol,R03,429,19,0,High,13.99,SUP006,66,21
2022-Jan-07,January,2022,Budesonide,R03,67,30,0,Medium,0.75,SUP002,25,1
2022-Jan-07,January,2022,Loratadine,R06,350,26,0,Medium,2.21,SUP001,88,12
2022-Jan-07,January,2022,Cetirizine,R06,490,35,0,Low,14.09,SUP001,77,13
2022-Jan-07,January,2022,Diphenhydramine,R06,276,17,0,Medium,6.89,SUP010,74,15
2022-Jan-07,January,2022,Amoxicillin,J01C,176,30,0,Low,6.75,SUP007,30,4
2022-Jan-07,January,2022,Penicillin,J01C,263,33,0,High,2.44,SUP004,78,6
2022-Jan-07,January,2022,Cefalexin,J01C,461,8,0,Low,15.52,SUP001,58,56
2022-Jan-07,January,2022,Ceftriaxone,J01D,327,27,0,High,8.56,SUP007,23,11
2022-Jan-07,January,2022,Cefixime,J01D,409,14,0,Medium,17.86,SUP003,68,28
2022-Jan-07,January,2022,Atorvastatin,C10A,373,47,0,High,9.42,SUP007,33,6
2022-Jan-07,January,2022,Rosuvastatin,C10A,277,23,0,Medium,3.38,SUP008,67,11
2022-Jan-07,January,2022,Metformin,A10B,322,46,0,Low,17.4,SUP007,95,6
2022-Jan-07,January,2022,Gliclazide,A10B,193,40,0,Medium,8.39,SUP002,21,3
2022-Jan-07,January,2022,Sitagliptin,A10B,220,40,0,Low,0.8,SUP001,56,4
2022-Jan-07,January,2022,Ethinylestradiol,G03A,312,46,0,Medium,3.48,SUP009,76,5
2022-Jan-07,January,2022,Levonorgestrel,G03A,207,36,0,Medium,3.11,SUP004,98,4
2022-Jan-07,January,2022,Methotrexate,L04A,235,40,0,Low,1.48,SUP010,52,4
2022-Jan-07,January,2022,Cyclosporine,L04A,500,21,0,High,16.25,SUP005,25,22
2022-Jan-08,January,2022,Diclofenac,M01AB,332,39,0,Medium,13.9,SUP009,67,7
2022-Jan-08,January,2022,Ketoprofen,M01AB,180,36,0,Medium,11.27,SUP002,70,4
2022-Jan-08,January,2022,Naproxen,M01AB,151,22,0,Medium,15.68,SUP002,21,5
2022-Jan-08,January,2022,Ibuprofen,M01AE,460,40,0,Low,10.24,SUP004,36,10
2022-Jan-08,January,2022,Dexibuprofen,M01AE,190,12,0,Low,8,SUP009,98,14
2022-Jan-08,January,2022,Aspirin,N02BA,469,18,0,Medium,5.02,SUP008,93,25
2022-Jan-08,January,2022,Diflunisal,N02BA,121,29,0,High,7.42,SUP002,67,3
2022-Jan-08,January,2022,Paracetamol,N02BE,316,18,0,Medium,13.05,SUP006,91,16
2022-Jan-08,January,2022,Phenacetin,N02BE,368,9,0,Medium,18.17,SUP006,25,39
2022-Jan-08,January,2022,Diazepam,N05B,275,47,0,Medium,19.36,SUP004,26,4
2022-Jan-08,January,2022,Alprazolam,N05B,435,48,0,Low,4.89,SUP003,47,8
2022-Jan-08,January,2022,Zolpidem,N05C,408,7,0,High,8.07,SUP003,86,57
2022-Jan-08,January,2022,Eszopiclone,N05C,490,9,0,Low,15.8,SUP003,82,53
2022-Jan-08,January,2022,Salbutamol,R03,417,12,0,High,12.4,SUP008,77,33
2022-Jan-08,January,2022,Formoterol,R03,385,39,0,Low,5.55,SUP006,54,8
2022-Jan-08,January,2022,Budesonide,R03,238,30,0,Low,1.79,SUP003,58,6
2022-Jan-08,January,2022,Loratadine,R06,269,20,0,Low,5.07,SUP007,58,12
2022-Jan-08,January,2022,Cetirizine,R06,63,14,0,High,12.49,SUP007,40,3
2022-Jan-08,January,2022,Diphenhydramine,R06,146,50,0,High,17.57,SUP007,74,1
2022-Jan-08,January,2022,Amoxicillin,J01C,234,27,0,Medium,2.47,SUP007,63,7
2022-Jan-08,January,2022,Penicillin,J01C,75,47,0,Medium,1.87,SUP001,61,0
2022-Jan-08,January,2022,Cefalexin,J01C,92,27,0,High,13.85,SUP010,76,2
2022-Jan-08,January,2022,Ceftriaxone,J01D,429,49,0,Low,9.85,SUP006,65,7
2022-Jan-08,January,2022,Cefixime,J01D,500,47,0,High,12.68,SUP001,81,9
2022-Jan-08,January,2022,Atorvastatin,C10A,486,28,0,Low,14.87,SUP006,79,16
2022-Jan-08,January,2022,Rosuvastatin,C10A,387,20,0,Low,3.78,SUP005,92,18
2022-Jan-08,January,2022,Metformin,A10B,155,14,0,Medium,15.66,SUP004,77,10
2022-Jan-08,January,2022,Gliclazide,A10B,313,31,0,Low,3.33,SUP010,77,9
2022-Jan-08,January,2022,Sitagliptin,A10B,417,36,0,Medium,18.37,SUP010,32,10
2022-Jan-08,January,2022,Ethinylestradiol,G03A,497,10,0,Low,14.06,SUP010,64,48
2022-Jan-08,January,2022,Levonorgestrel,G03A,161,16,0,Low,7.07,SUP010,78,9
2022-Jan-08,January,2022,Methotrexate,L04A,496,44,0,High,12.12,SUP010,27,10
2022-Jan-08,January,2022,Cyclosporine,L04A,238,8,0,Low,19.75,SUP007,75,28
2022-Jan-09,January,2022,Diclofenac,M01AB,490,47,0,Medium,5.37,SUP005,53,9
2022-Jan-09,January,2022,Ketoprofen,M01AB,108,38,0,Low,9.73,SUP004,68,1
2022-Jan-09,January,2022,Naproxen,M01AB,350,28,0,Low,9.35,SUP004,24,11
2022-Jan-09,January,2022,Ibuprofen,M01AE,206,6,0,High,13.86,SUP006,39,33
2022-Jan-09,January,2022,Dexibuprofen,M01AE,113,40,0,High,2.64,SUP008,45,1
2022-Jan-09,January,2022,Aspirin,N02BA,95,28,0,High,6.48,SUP005,91,2
2022-Jan-09,January,2022,Diflunisal,N02BA,177,50,0,Low,17.74,SUP002,30,2
2022-Jan-09,January,2022,Paracetamol,N02BE,363,12,0,High,10,SUP001,53,29
2022-Jan-09,January,2022,Phenacetin,N02BE,168,37,0,Low,0.71,SUP004,52,3
2022-Jan-09,January,2022,Diazepam,N05B,373,35,0,Low,12.77,SUP003,92,9
2022-Jan-09,January,2022,Alprazolam,N05B,287,25,0,High,1.69,SUP003,62,10
2022-Jan-09,January,2022,Zolpidem,N05C,324,20,0,Low,18.4,SUP008,92,15
2022-Jan-09,January,2022,Eszopiclone,N05C,225,12,0,Medium,1.36,SUP008,100,17
2022-Jan-09,January,2022,Salbutamol,R03,51,31,0,Medium,13.29,SUP006,55,0
2022-Jan-09,January,2022,Formoterol,R03,196,31,0,Low,0.66,SUP001,96,5
2022-Jan-09,January,2022,Budesonide,R03,177,6,0,Medium,18.6,SUP003,54,28
2022-Jan-09,January,2022,Loratadine,R06,223,28,0,Low,12.21,SUP003,68,6
2022-Jan-09,January,2022,Cetirizine,R06,146,24,0,Low,6.56,SUP005,37,5
2022-Jan-09,January,2022,Diphenhydramine,R06,93,46,0,Low,7.77,SUP003,82,1
2022-Jan-09,January,2022,Amoxicillin,J01C,337,49,0,Low,3.72,SUP001,100,5
2022-Jan-09,January,2022,Penicillin,J01C,496,44,0,Low,10.68,SUP003,20,10
2022-Jan-09,January,2022,Cefalexin,J01C,407,47,0,High,9.34,SUP010,72,7
2022-Jan-09,January,2022,Ceftriaxone,J01D,357,49,0,Medium,14.76,SUP008,38,6
2022-Jan-09,January,2022,Cefixime,J01D,144,37,0,High,19.82,SUP007,63,2
2022-Jan-09,January,2022,Atorvastatin,C10A,440,29,0,Medium,4.14,SUP006,68,14
2022-Jan-09,January,2022,Rosuvastatin,C10A,204,44,0,Low,10.11,SUP006,96,3
2022-Jan-09,January,2022,Metformin,A10B,303,21,0,Low,19.62,SUP001,33,13
2022-Jan-09,January,2022,Gliclazide,A10B,54,32,0,High,11.54,SUP001,49,0
